Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,IMU.header.seq,IMU.header.stamp.secs,IMU.header.stamp.nsecs,IMU.header.frame_id,IMU.orientation.x,IMU.orientation.y,IMU.orientation.z,IMU.orientation.w,IMU.orientation_covariance,IMU.angular_velocity.x,IMU.angular_velocity.y,IMU.angular_velocity.z,IMU.angular_velocity_covariance,IMU.linear_acceleration.x,IMU.linear_acceleration.y,IMU.linear_acceleration.z,IMU.linear_acceleration_covariance,MagField.header.seq,MagField.header.stamp.secs,MagField.header.stamp.nsecs,MagField.header.frame_id,MagField.magnetic_field.x,MagField.magnetic_field.y,MagField.magnetic_field.z,MagField.magnetic_field_covariance,VNYMR
1678087508.6722085,0,1678087508,650485992,imu1_frame,0,0,0,,-0.2651292380368949,-0.01563771166972004,0.04807012247601441,0.9628869157055002,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.442509,0.105373,-0.045087,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.021,5.191,-8.915,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2409,-0.0584,0.3705,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+005.789,-000.265,-030.803,+00.2409,-00.0584,+00.3705,+00.021,+05.191,-08.915,-00.442509,+00.105373,-00.045087*6A\r\n'"
1678087508.7201788,0,1678087508,675465583,imu1_frame,0,0,0,,-0.2716943283602294,-0.014319911798806642,0.04754023278291967,0.9611020020423973,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.478022,0.130424,-0.007403,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.128,4.821,-8.882,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2383,-0.0628,0.3705,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+005.691,-000.097,-031.575,+00.2383,-00.0628,+00.3705,-00.128,+04.821,-08.882,-00.478022,+00.130424,-00.007403*6A\r\n'"
1678087508.7202072,0,1678087508,699453115,imu1_frame,0,0,0,,-0.27736990465841344,-0.013195297291060415,0.04630957713970926,0.9595557530359164,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.40147,0.167343,-0.064871,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.071,5.551,-8.712,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2374,-0.0682,0.3686,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+005.520,+000.021,-032.244,+00.2374,-00.0682,+00.3686,+00.071,+05.551,-08.712,-00.401470,+00.167343,-00.064871*6F\r\n'"
1678087508.7681692,0,1678087508,725443601,imu1_frame,0,0,0,,-0.28208866509322567,-0.012027723693415125,0.04630030655581849,0.9581949699834131,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.273979,0.087196,0.013841,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.115,5.055,-9.089,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2357,-0.0691,0.3704,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+005.481,+000.176,-032.800,+00.2357,-00.0691,+00.3704,-00.115,+05.055,-09.089,-00.273979,+00.087196,+00.013841*63\r\n'"
1678087508.7682068,0,1678087508,750388622,imu1_frame,0,0,0,,-0.2863261381338465,-0.010719564187922581,0.04521580642735542,0.9570046835904735,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.234582,0.158496,-0.091182,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.036,5.234,-9.012,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2348,-0.0735,0.3724,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+005.318,+000.308,-033.299,+00.2348,-00.0735,+00.3724,-00.036,+05.234,-09.012,-00.234582,+00.158496,-00.091182*67\r\n'"
1678087508.8122213,0,1678087508,775418043,imu1_frame,0,0,0,,-0.2868941169030951,-0.008617816038790041,0.042433967627862376,0.956983206396263,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.069741,0.26457,-0.178455,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.127,5.531,-8.733,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2331,-0.0708,0.3733,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+004.943,+000.450,-033.357,+00.2331,-00.0708,+00.3733,+00.127,+05.531,-08.733,+00.069741,+00.264570,-00.178455*60\r\n'"
1678087508.812251,0,1678087508,800436735,imu1_frame,0,0,0,,-0.2863000983096307,-0.006434841307702733,0.0398345206194388,0.9572899547641038,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.050848,0.147404,-0.075894,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.225,5.672,-8.181,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2305,-0.0707,0.3751,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+004.586,+000.601,-033.277,+00.2305,-00.0707,+00.3751,+00.225,+05.672,-08.181,-00.050848,+00.147404,-00.075894*61\r\n'"
1678087508.8601673,0,1678087508,825348854,imu1_frame,0,0,0,,-0.2872125407450917,-0.005265084168638207,0.03811456616147001,0.9570937859863938,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.011907,0.174687,-0.162091,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.077,5.007,-9.438,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2305,-0.069,0.3741,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+004.358,+000.677,-033.382,+00.2305,-00.0690,+00.3741,-00.077,+05.007,-09.438,+00.011907,+00.174687,-00.162091*6B\r\n'"
1678087508.8601933,0,1678087508,850458860,imu1_frame,0,0,0,,-0.2838377564980428,-0.002185140190019557,0.032219034003743964,0.9583283816085033,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.291176,0.521407,-0.596403,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.142,4.821,-8.808,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2314,-0.0654,0.3789,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+003.612,+000.808,-032.971,+00.2314,-00.0654,+00.3789,-00.142,+04.821,-08.808,+00.291176,+00.521407,-00.596403*64\r\n'"
1678087508.9041898,0,1678087508,875256776,imu1_frame,0,0,0,,-0.2844199727287303,0.0001470410621581264,0.026473199541173782,0.9583341939000024,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.086916,0.156577,-0.256342,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.189,5.552,-8.299,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.228,-0.0626,0.3797,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+002.904,+000.879,-033.038,+00.2280,-00.0626,+00.3797,+00.189,+05.552,-08.299,-00.086916,+00.156577,-00.256342*64\r\n'"
1678087508.9048948,0,1678087508,900438070,imu1_frame,0,0,0,,-0.28853993905850495,0.0014830621700212881,0.02344795589990016,0.9571795534061676,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.530709,0.198302,-0.136289,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.177,5.44,-8.422,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2263,-0.0644,0.3786,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+002.524,+000.938,-033.530,+00.2263,-00.0644,+00.3786,+00.177,+05.440,-08.422,-00.530709,+00.198302,-00.136289*62\r\n'"
1678087508.9482439,0,1678087508,925321102,imu1_frame,0,0,0,,-0.29877888173044004,0.0029419239388624816,0.021739375518620447,0.954070188438726,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.00576,0.162086,-0.076,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.129,5.477,-8.523,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2228,-0.0706,0.3805,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+002.277,+001.066,-034.756,+00.2228,-00.0706,+00.3805,+00.129,+05.477,-08.523,-01.005760,+00.162086,-00.076000*67\r\n'"
1678087508.9922118,0,1678087508,950301885,imu1_frame,0,0,0,,-0.3103725281791693,0.004013869205692857,0.019731795377095865,0.9504017249862643,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.847764,0.153611,-0.116813,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.269,6.047,-8.414,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2245,-0.0805,0.3769,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+002.007,+001.139,-036.151,+00.2245,-00.0805,+00.3769,+00.269,+06.047,-08.414,-00.847764,+00.153611,-00.116813*62\r\n'"
1678087508.9922411,0,1678087508,975337743,imu1_frame,0,0,0,,-0.3253610344529381,0.005211301638245843,0.01977653616469551,0.9453686731705656,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.679732,-0.02853,0.169167,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.342,6.016,-7.745,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2253,-0.0877,0.3751,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+001.949,+001.302,-037.961,+00.2253,-00.0877,+00.3751,+00.342,+06.016,-07.745,-01.679732,-00.028530,+00.169167*61\r\n'"
1678087509.0401375,0,1678087509,459194,imu1_frame,0,0,0,,-0.34701039442483267,0.006587061440318368,0.020623679956316466,0.937611359043694,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.812162,0.281091,0.045044,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.135,6.341,-8.832,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2202,-0.1034,0.3613,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+001.955,+001.528,-040.593,+00.2202,-00.1034,+00.3613,+00.135,+06.341,-08.832,-01.812162,+00.281091,+00.045044*6B\r\n'"
1678087509.040181,0,1678087509,25462627,imu1_frame,0,0,0,,-0.3672685987454314,0.009499195907546427,0.02039895500248428,0.9298426879249436,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.809674,0.132537,0.183365,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.445,7.009,-7.376,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2167,-0.1167,0.3575,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+001.775,+001.871,-043.077,+00.2167,-00.1167,+00.3575,+00.445,+07.009,-07.376,-01.809674,+00.132537,+00.183365*65\r\n'"
1678087509.0841477,0,1678087509,50243377,imu1_frame,0,0,0,,-0.3877910988983123,0.012379355459962615,0.022128151438473114,0.9213984806192981,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.68648,0.282825,0.145945,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.324,6.634,-7.588,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2158,-0.1273,0.3557,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+001.788,+002.291,-045.614,+00.2158,-00.1273,+00.3557,+00.324,+06.634,-07.588,-01.686480,+00.282825,+00.145945*65\r\n'"
1678087509.084169,0,1678087509,75264692,imu1_frame,0,0,0,,-0.4088033202664825,0.015237461932855443,0.022718270446864204,0.9122124452565026,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.772328,0.123371,0.159636,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.595,7.363,-6.519,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.214,-0.1459,0.3502,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+001.663,+002.658,-048.240,+00.2140,-00.1459,+00.3502,+00.595,+07.363,-06.519,-01.772328,+00.123371,+00.159636*67\r\n'"
1678087509.1281805,0,1678087509,100291013,imu1_frame,0,0,0,,-0.4227938557812949,0.015791191982854363,0.024497130880036244,0.905757078000494,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.05581,-0.082054,0.207554,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.553,8.221,-4.6,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2122,-0.1556,0.3445,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+001.780,+002.827,-050.001,+00.2122,-00.1556,+00.3445,+01.553,+08.221,-04.600,-01.055810,-00.082054,+00.207554*64\r\n'"
1678087509.1303198,0,1678087509,125485658,imu1_frame,0,0,0,,-0.4419484045433585,0.012615968308614462,0.03747304429568252,0.8961686314619753,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.903645,-0.641733,1.040785,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.319,7.65,-7.888,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2138,-0.1743,0.3344,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+003.216,+003.195,-052.411,+00.2138,-00.1743,+00.3344,+00.319,+07.650,-07.888,-01.903645,-00.641733,+01.040785*6D\r\n'"
1678087509.1725173,0,1678087509,150318861,imu1_frame,0,0,0,,-0.4634582620848377,0.014146618557705295,0.04738664225876914,0.8847377117678008,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.863812,-0.018973,0.421158,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.04,6.456,-6.698,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2119,-0.1938,0.3222,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+004.066,+003.954,-055.154,+00.2119,-00.1938,+00.3222,-00.040,+06.456,-06.698,-01.863812,-00.018973,+00.421158*64\r\n'"
1678087509.2161617,0,1678087509,175280332,imu1_frame,0,0,0,,-0.4794715683938524,0.015734602535610813,0.048968128189076435,0.876048834144903,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.26189,0.182228,0.195936,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.906,8.541,-5.933,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2092,-0.2044,0.3147,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+004.066,+004.274,-057.233,+00.2092,-00.2044,+00.3147,+00.906,+08.541,-05.933,-01.261890,+00.182228,+00.195936*69\r\n'"
1678087509.2162037,0,1678087509,200191736,imu1_frame,0,0,0,,-0.49406934629023264,0.01789657260040194,0.05202035854488382,0.8676802844610233,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.460238,0.056076,0.358771,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.717,8.075,-5.33,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2042,-0.2094,0.3059,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+004.177,+004.730,-059.143,+00.2042,-00.2094,+00.3059,+00.717,+08.075,-05.330,-01.460238,+00.056076,+00.358771*6C\r\n'"
1678087509.2601955,0,1678087509,225488424,imu1_frame,0,0,0,,-0.5105107292071054,0.01933816027424435,0.05543645507841516,0.857864575775207,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.408581,0.080962,0.311278,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.973,8.703,-5.63,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2024,-0.2234,0.2957,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+004.340,+005.151,-061.318,+00.2024,-00.2234,+00.2957,+00.973,+08.703,-05.630,-01.408581,+00.080962,+00.311278*61\r\n'"
1678087509.260228,0,1678087509,250455617,imu1_frame,0,0,0,,-0.5263848164709268,0.021466146695448822,0.05859023640231596,0.8479536624917893,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.648871,0.072106,0.40502,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.244,8.905,-4.465,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2015,-0.2322,0.2863,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+004.424,+005.629,-063.444,+00.2015,-00.2322,+00.2863,+01.244,+08.905,-04.465,-01.648871,+00.072106,+00.405020*69\r\n'"
1678087509.3040946,0,1678087509,275153398,imu1_frame,0,0,0,,-0.5467294021246727,0.024096391951678602,0.06390804272210199,0.8345190751700879,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.081538,0.173777,0.493148,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.007,8.739,-5.47,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.1972,-0.2436,0.2778,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+004.635,+006.321,-066.205,+00.1972,-00.2436,+00.2778,+01.007,+08.739,-05.470,-02.081538,+00.173777,+00.493148*6E\r\n'"
1678087509.3047523,0,1678087509,300259590,imu1_frame,0,0,0,,-0.5687435070203216,0.029211824393267957,0.0661072204459148,0.8193334656553201,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.059463,0.525222,0.371983,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.131,9.138,-4.704,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.1886,-0.2602,0.2626,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+004.340,+007.069,-069.265,+00.1886,-00.2602,+00.2626,+01.131,+09.138,-04.704,-02.059463,+00.525222,+00.371983*64\r\n'"
1678087509.3481972,0,1678087509,325207233,imu1_frame,0,0,0,,-0.5879954906470427,0.035308714484961465,0.06632302889855257,0.8053669061352626,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.926565,0.51459,0.278803,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.328,8.976,-3.733,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.1877,-0.269,0.2561,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+003.779,+007.751,-072.010,+00.1877,-00.2690,+00.2561,+01.328,+08.976,-03.733,-01.926565,+00.514590,+00.278803*6C\r\n'"
1678087509.3921902,0,1678087509,350448846,imu1_frame,0,0,0,,-0.6062197435280456,0.041358714988346444,0.06580465872856335,0.7914902565040964,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.759661,0.476857,0.253029,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.64,9.551,-2.825,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.1817,-0.2821,0.2447,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+003.130,+008.352,-074.670,+00.1817,-00.2821,+00.2447,+01.640,+09.551,-02.825,-01.759661,+00.476857,+00.253029*6F\r\n'"
1678087509.3922286,0,1678087509,375107765,imu1_frame,0,0,0,,-0.621554034181379,0.04523110483927716,0.06623520429914846,0.7792545331657181,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.422461,0.19547,0.163932,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.345,8.983,-2.593,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.1799,-0.2918,0.2315,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+002.726,+008.791,-076.944,+00.1799,-00.2918,+00.2315,+01.345,+08.983,-02.593,-01.422461,+00.195470,+00.163932*61\r\n'"
1678087509.4361353,0,1678087509,400189161,imu1_frame,0,0,0,,-0.6337377056731645,0.04750035530969057,0.06684360131321393,0.7691892937483248,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.052828,0.183432,0.154343,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.768,9.645,-2.329,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.1739,-0.2949,0.2238,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+002.474,+009.079,-078.774,+00.1739,-00.2949,+00.2238,+01.768,+09.645,-02.329,-01.052828,+00.183432,+00.154343*65\r\n'"
1678087509.4361598,0,1678087509,425094127,imu1_frame,0,0,0,,-0.6428575860850341,0.04894112000037122,0.06792715079091101,0.7613966068820252,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.998695,0.073463,0.15781,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.482,9.416,-2.732,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.1747,-0.2985,0.2173,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+002.353,+009.315,-080.158,+00.1747,-00.2985,+00.2173,+01.482,+09.416,-02.732,-00.998695,+00.073463,+00.157810*6B\r\n'"
1678087509.4801643,0,1678087509,450336456,imu1_frame,0,0,0,,-0.655367236179245,0.05214367747518311,0.06822289788811024,0.7504135252285171,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.498107,0.353591,0.178402,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.725,9.456,-1.582,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.1696,-0.3045,0.2078,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+001.979,+009.653,-082.097,+00.1696,-00.3045,+00.2078,+01.725,+09.456,-01.582,-01.498107,+00.353591,+00.178402*61\r\n'"
1678087509.4801962,0,1678087509,475069046,imu1_frame,0,0,0,,-0.6672971789508038,0.053788262821605634,0.06905162107665223,0.7396304289127235,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.14526,0.031631,0.109993,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.519,9.172,-1.692,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.167,-0.3133,0.1919,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+001.766,+009.888,-083.961,+00.1670,-00.3133,+00.1919,+01.519,+09.172,-01.692,-01.145260,+00.031631,+00.109993*6B\r\n'"
