Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,fix_quality,Altitude,HDOP,UTM_easting,UTM_northing,UTC,Zone,Letter
1676919458.0848346,47,68258,0,GPS1_Frame,42.33799333333333,-71.08584283333333,4,16.200000762939453,0.6899999976158142,328169.0259159168,4689411.377569261,18:57:38,19,T
1676919459.1113682,48,68259,0,GPS1_Frame,42.33799333333333,-71.08584266666666,4,16.200000762939453,0.7099999785423279,328169.03964642866,4689411.377232457,18:57:39,19,T
1676919460.0831308,49,68260,0,GPS1_Frame,42.33799333333333,-71.08584283333333,4,16.200000762939453,0.6700000166893005,328169.0259159168,4689411.377569261,18:57:40,19,T
1676919461.1118214,50,68261,0,GPS1_Frame,42.33799333333333,-71.08584283333333,4,16.200000762939453,0.6899999976158142,328169.0259159168,4689411.377569261,18:57:41,19,T
1676919462.0940526,51,68262,0,GPS1_Frame,42.33799333333333,-71.08584283333333,4,16.200000762939453,0.6499999761581421,328169.0259159168,4689411.377569261,18:57:42,19,T
1676919463.1130855,52,68263,0,GPS1_Frame,42.33799333333333,-71.08584283333333,4,16.200000762939453,0.6899999976158142,328169.0259159168,4689411.377569261,18:57:43,19,T
1676919464.0857213,53,68264,0,GPS1_Frame,42.33799333333333,-71.08584266666666,4,16.299999237060547,0.75,328169.03964642866,4689411.377232457,18:57:44,19,T
1676919465.1126494,54,68265,0,GPS1_Frame,42.337993166666664,-71.08584283333333,4,16.299999237060547,0.6499999761581421,328169.025461945,4689411.3590621995,18:57:45,19,T
1676919466.0765882,55,68266,0,GPS1_Frame,42.337993166666664,-71.08584266666666,4,16.200000762939453,0.6499999761581421,328169.0391924568,4689411.358725395,18:57:46,19,T
1676919467.1130435,56,68267,0,GPS1_Frame,42.33799333333333,-71.08584283333333,4,16.200000762939453,0.7699999809265137,328169.0259159168,4689411.377569261,18:57:47,19,T
1676919468.0931025,57,68268,0,GPS1_Frame,42.33799333333333,-71.08584283333333,4,16.200000762939453,0.6499999761581421,328169.0259159168,4689411.377569261,18:57:48,19,T
1676919469.11012,58,68269,0,GPS1_Frame,42.337993166666664,-71.08584283333333,4,16.200000762939453,0.6800000071525574,328169.025461945,4689411.3590621995,18:57:49,19,T
1676919470.089796,59,68270,0,GPS1_Frame,42.33799333333333,-71.08584283333333,4,16.200000762939453,0.6899999976158142,328169.0259159168,4689411.377569261,18:57:50,19,T
1676919471.1123986,60,68271,0,GPS1_Frame,42.337993166666664,-71.08584283333333,4,16.200000762939453,0.699999988079071,328169.025461945,4689411.3590621995,18:57:51,19,T
1676919472.0834608,61,68272,0,GPS1_Frame,42.33799333333333,-71.08584283333333,4,16.200000762939453,0.6700000166893005,328169.0259159168,4689411.377569261,18:57:52,19,T
1676919473.115966,62,68273,0,GPS1_Frame,42.33799333333333,-71.085843,4,16.200000762939453,0.699999988079071,328169.01218540495,4689411.377906065,18:57:53,19,T
1676919474.0908988,63,68274,0,GPS1_Frame,42.33799333333333,-71.08584283333333,4,16.200000762939453,0.6700000166893005,328169.0259159168,4689411.377569261,18:57:54,19,T
1676919475.102847,64,68275,0,GPS1_Frame,42.33799333333333,-71.085843,4,16.200000762939453,0.699999988079071,328169.01218540495,4689411.377906065,18:57:55,19,T
1676919476.0866573,65,68276,0,GPS1_Frame,42.33799333333333,-71.085843,4,16.200000762939453,0.7300000190734863,328169.01218540495,4689411.377906065,18:57:56,19,T
1676919477.1249144,66,68277,0,GPS1_Frame,42.33799333333333,-71.08584283333333,4,16.200000762939453,0.6899999976158142,328169.0259159168,4689411.377569261,18:57:57,19,T
1676919478.0872803,67,68278,0,GPS1_Frame,42.337993166666664,-71.08584283333333,4,16.200000762939453,0.7200000286102295,328169.025461945,4689411.3590621995,18:57:58,19,T
1676919479.1176934,68,68279,0,GPS1_Frame,42.33799333333333,-71.085843,4,16.299999237060547,0.8399999737739563,328169.01218540495,4689411.377906065,18:57:59,19,T
1676919480.0919657,69,68280,0,GPS1_Frame,42.337993166666664,-71.08584283333333,4,16.200000762939453,0.6899999976158142,328169.025461945,4689411.3590621995,18:58:0,19,T
1676919481.122683,70,68281,0,GPS1_Frame,42.337993,-71.085843,4,16.200000762939453,0.7200000286102295,328169.0112774612,4689411.340891942,18:58:1,19,T
1676919482.0902257,71,68282,0,GPS1_Frame,42.337993166666664,-71.08584283333333,4,16.200000762939453,0.8199999928474426,328169.025461945,4689411.3590621995,18:58:2,19,T
1676919483.1144054,72,68283,0,GPS1_Frame,42.337993166666664,-71.08584283333333,4,16.299999237060547,0.7699999809265137,328169.025461945,4689411.3590621995,18:58:3,19,T
1676919484.0770411,73,68284,0,GPS1_Frame,42.337993166666664,-71.08584283333333,4,16.200000762939453,0.7699999809265137,328169.025461945,4689411.3590621995,18:58:4,19,T
1676919485.1159048,74,68285,0,GPS1_Frame,42.33799333333333,-71.08584316666666,4,16.200000762939453,0.8399999737739563,328168.9984548931,4689411.378242871,18:58:5,19,T
1676919486.085295,75,68286,0,GPS1_Frame,42.33799333333333,-71.08584316666666,4,16.200000762939453,0.7699999809265137,328168.9984548931,4689411.378242871,18:58:6,19,T
1676919487.112616,76,68287,0,GPS1_Frame,42.33799333333333,-71.08584316666666,4,16.200000762939453,0.7200000286102295,328168.9984548931,4689411.378242871,18:58:7,19,T
1676919488.085098,77,68288,0,GPS1_Frame,42.33799333333333,-71.08584333333333,4,16.200000762939453,0.8399999737739563,328168.98472438124,4689411.378579675,18:58:8,19,T
