Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,UTM_easting,UTM_northing,UTC,Zone,Letter
1675105024.2824614,222,68224,0,GPS1_Frame,42.33809,-71.08984666666667,35.5,1.100000023841858,327839.4415932074,4689430.210501294,18:57:4,19,T
1675105024.56881,223,68224,0,GPS1_Frame,42.33809,-71.08984666666667,0.0,0.0,327839.4415932074,4689430.210501294,18:57:4,19,T
1675105025.3112652,224,68225,0,GPS1_Frame,42.338115,-71.08986,35.599998474121094,1.100000023841858,327838.41138086014,4689433.013557541,18:57:5,19,T
1675105025.597966,225,68225,0,GPS1_Frame,42.338115,-71.08986,0.0,0.0,327838.41138086014,4689433.013557541,18:57:5,19,T
1675105026.281727,226,68226,0,GPS1_Frame,42.338141666666665,-71.08987833333333,35.900001525878906,1.100000023841858,327836.97380343534,4689436.011808349,18:57:6,19,T
1675105026.985176,227,68226,0,GPS1_Frame,42.338141666666665,-71.08987833333333,0.0,0.0,327836.97380343534,4689436.011808349,18:57:6,19,T
1675105027.283348,228,68227,0,GPS1_Frame,42.338165,-71.08988833333333,36.29999923706055,0.8999999761581421,327836.2136540942,4689438.623045188,18:57:7,19,T
1675105027.574415,229,68227,0,GPS1_Frame,42.338165,-71.08988833333333,0.0,0.0,327836.2136540942,4689438.623045188,18:57:7,19,T
1675105028.2846303,230,68228,0,GPS1_Frame,42.338185,-71.08989,36.79999923706055,0.8999999761581421,327836.13093193684,4689440.847267809,18:57:8,19,T
1675105028.5801997,231,68228,0,GPS1_Frame,42.338185,-71.08989,0.0,0.0,327836.13093193684,4689440.847267809,18:57:8,19,T
1675105029.286512,232,68229,0,GPS1_Frame,42.33819833333333,-71.089895,37.099998474121094,0.8999999761581421,327835.75540623977,4689442.337956953,18:57:9,19,T
1675105029.5821025,233,68229,0,GPS1_Frame,42.33819833333333,-71.089895,0.0,0.0,327835.75540623977,4689442.337956953,18:57:9,19,T
1675105030.3159306,234,68230,0,GPS1_Frame,42.338213333333336,-71.08990166666666,37.29999923706055,0.8999999761581421,327835.24712462653,4689444.017091403,18:57:10,19,T
1675105030.611376,235,68230,0,GPS1_Frame,42.338213333333336,-71.08990166666666,0.0,0.0,327835.24712462653,4689444.017091403,18:57:10,19,T
1675105031.3147929,236,68231,0,GPS1_Frame,42.33822833333333,-71.089905,37.599998474121094,0.8999999761581421,327835.0134525724,4689445.689476664,18:57:11,19,T
1675105032.027632,237,68231,0,GPS1_Frame,42.33822833333333,-71.089905,0.0,0.0,327835.0134525724,4689445.689476664,18:57:11,19,T
