Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,UTM_easting,UTM_northing,UTC,Zone,Letter
1675106108.5710192,619,69308,0,GPS1_Frame,42.33712666666667,-71.090445,0.0,0.0,327787.51938444225,4689324.451286422,19:15:8,19,T
1675106109.2477171,620,69309,0,GPS1_Frame,42.33712666666667,-71.090445,12.0,1.0,327787.51938444225,4689324.451286422,19:15:9,19,T
1675106109.5385532,621,69309,0,GPS1_Frame,42.33712666666667,-71.090445,0.0,0.0,327787.51938444225,4689324.451286422,19:15:9,19,T
1675106110.2469804,622,69310,0,GPS1_Frame,42.33712666666667,-71.090445,12.0,1.0,327787.51938444225,4689324.451286422,19:15:10,19,T
1675106110.5380764,623,69310,0,GPS1_Frame,42.33712666666667,-71.090445,0.0,0.0,327787.51938444225,4689324.451286422,19:15:10,19,T
1675106111.2469425,624,69311,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:11,19,T
1675106111.5380363,625,69311,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:11,19,T
1675106112.246103,626,69312,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:12,19,T
1675106113.0045753,627,69312,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:12,19,T
1675106113.2486944,628,69313,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:13,19,T
1675106113.539606,629,69313,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:13,19,T
1675106114.245359,630,69314,0,GPS1_Frame,42.33712833333333,-71.090445,12.0,1.0,327787.5239341113,4689324.636357068,19:15:14,19,T
1675106114.5362823,631,69314,0,GPS1_Frame,42.33712833333333,-71.090445,0.0,0.0,327787.5239341113,4689324.636357068,19:15:14,19,T
